"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","C1","total_goal","timing_First.Click","timing_Last.Click","timing_Page.Submit","timing_Click.Count","goal_list_1","goal_list_2","goal_list_3","goal_list_4","goal_list_5","no_goal","G1_1","G2_1","G3_1","G4_1","G5_1","G6_1","G7_1","G8_1","G9_1","G10_1","G11_1","G12_1","G13_1","G14_1","G15_1","G16_1","G17_1","G18_1","G19_1","G20_1","G21_1","G22_1","G23_1","G24_1","G25_1","G26_1","G27_1","G28_1","G29_1","G30_1","G31_1","G32_1","G33_1","G34_1","G35_1","G1_2","G2_2","G3_2","G4_2","G5_2","G6_2","G7_2","G8_2","G9_2","G10_2","G11_2","G12_2","G13_2","G14_2","G15_2","G16_2","G17_2","G18_2","G19_2","G20_2","G21_2","G22_2","G23_2","G24_2","G25_2","G26_2","G27_2","G28_2","G29_2","G30_2","G31_2","G32_2","G33_2","G34_2","G35_2","G1_3","G2_3","G3_3","G4_3","G5_3","G6_3","G7_3","G8_3","G9_3","G10_3","G11_3","G12_3","G13_3","G14_3","G15_3","G16_3","G17_3","G18_3","G19_3","G20_3","G21_3","G22_3","G23_3","G24_3","G25_3","G26_3","G27_3","G28_3","G29_3","G30_3","G31_3","G32_3","G33_3","G34_3","G35_3","G1_4","G2_4","G3_4","G4_4","G5_4","G6_4","G7_4","G8_4","G9_4","G10_4","G11_4","G12_4","G13_4","G14_4","G15_4","G16_4","G17_4","G18_4","G19_4","G20_4","G21_4","G22_4","G23_4","G24_4","G25_4","G26_4","G27_4","G28_4","G29_4","G30_4","G31_4","G32_4","G33_4","G34_4","G35_4","G1_5","G2_5","G3_5","G4_5","G5_5","G6_5","G7_5","G8_5","G9_5","G10_5","G11_5","G12_5","G13_5","G14_5","G15_5","G16_5","G17_5","G18_5","G19_5","G20_5","G21_5","G22_5","G23_5","G24_5","G25_5","G26_5","G27_5","G28_5","G29_5","G30_5","G31_5","G32_5","G33_5","G34_5","G35_5","check1","gender","gender_4_TEXT","race","ethnicity","major","college_standing","marital_status","income","subjectiveSES","BFI1","BFI2","BFI3","BFI4","BFI5","BFI6","BFI7","BFI8","BFI9","BFI10","BFI11","BFI12","BFI13","BFI14","BFI15","GSE1","GSE2","GSE3","GSE4","GSE5","GSE6","GSE7","GSE8","GSE9","GSE10","RSE1","RSE2","RSE3","RSE4","RSE5","RSE6","RSE7","RSE8","RSE9","RSE10","SWL1","SWL2","SWL3","SWL4","SWL5","CSWS1","CSWS2","CSWS3","CSWS4","CSWS5","CSWS6","CSWS7","CSWS8","CSWS9","CSWS10","CSWS11","CSWS12","CSWS13","CSWS14","CSWS15","CSWS16","CSWS17","CSWS18","CSWS19","CSWS20","CSWS21","CSWS22","CSWS23","CSWS24","CSWS25","CSWS26","CSWS27","CSWS28","check2","CSWS29","CSWS30","CSWS31","CSWS32","CSWS33","CSWS34","CSWS35","BSCS1","BSCS2","BSCS3","BSCS4","BSCS5","BSCS6","BSCS7","BSCS8","BSCS9","BSCS10","BSCS11","BSCS12","BSCS13","PS1","PS2","PS3","PS4","PS5","PS6","PS7","PS8","PS9","PS10","PS11","PS12","PS13","PS16","PS17","PS18","PS19","PS20","PS21","PS22","PS23","check3","PS24","PS25","PS26","PS27","PS28","PS29","PS30","PS31","PS32","GOS1","GOS2","GOS3","GOS4","GOS5","GOS6","GOS7","GOS8","GOS9","GOS10","GOS11","GOS12","GOS13","LET1","LET2","LET3","LET4","LET5","LET6","Primary_identity","D1","D2","D3","D4","D5","D6","D7","id"
"2020-03-12 15:09:14","2020-03-12 15:53:04","0","128.223.222.1","100","2629","1","2020-03-12 15:53:04","R_20MuYE8xXPTvYwX","","","","","44.035797119140625","-123.0576019287109375","anonymous","EN","1,2","10","8.676","8.676","61.5","1","My goal is to become a pediatric speech language pathologist with a specialty in developmental disorders. I hope to do so in an inclusive and accepting environment (whether that be a clinic or my own practice).","My goal is to take better care of my body. I'd like to do this by eating healthier foods, cutting out junk, and by going to the gym a few times a week.","My goal is to ace my finals next week and end the term with all A's/P's.","My goal is to love myself more and to be kinder to myself. I'd like to start treating myself like a friend, rather than a critic/enemy.","My goal is to stop caring what people think about me and to embrace my individuality.","","7","4","3","7","1","1","2","7","7","7","7","3","7","6","4","6","7","10","6","6","1","2","7","5","2","7","4","4","6","7","6","6","5","3","2","8","3","2","2","3","3","2","4","5","4","5","5","6","6","6","5","5","7","4","7","4","5","7","3","5","6","7","6","4","4","3","4","2","3","1","2","1","1","6","1","1","2","4","6","6","5","5","6","5","6","6","6","9","6","7","2","7","7","2","3","7","4","6","4","3","6","6","5","7","3","7","4","2","5","3","8","2","3","7","7","6","6","7","7","6","6","3","7","4","6","2","3","7","6","3","7","7","6","3","4","5","4","4","4","1","7","4","2","4","3","8","8","5","7","7","6","6","7","7","6","6","4","7","4","7","3","5","7","6","3","7","6","5","3","5","5","5","4","4","1","17","2","","5,6","2","Communication Disorders & Sciences; Women's, Gender, & Sexuality Studies","3","1","3","7","2","5","4","5","5","2","4","5","5","1","4","3","4","1","2","3","2","2","2","3","3","2","3","2","2","1","3","2","1","1","2","2","3","2","1","5","5","3","2","2","5","1","2","2","5","2","6","1","5","2","6","2","3","5","2","3","6","1","5","2","5","5","2","3","2","1","5","6","3","5","2","1","2","5","5","6","2","4","4","4","4","2","4","3","4","4","3","3","2","4","2","3","3","4","3","4","4","4","3","1","2","3","4","4","2","4","2","3","4","2","5","3","4","4","3","2","2","4","3","2","4","4","4","4","4","3","2","3","4","2","3","3","4","3","2","3","3","2","4","I can't decide","2","2","7","2","1","high vs low-level goals were sometimes hard to identify","","49442"
"2020-03-12 16:14:20","2020-03-12 16:46:25","0","67.170.166.87","100","1924","1","2020-03-12 16:46:26","R_1DJ3cnaUdbudTUJ","","","","","44.06829833984375","-123.07630157470703125","anonymous","EN","1,2","2","0","0","87.452","0","to secure an internship by june","to lose 4% body fat in 2 months","","","","","6","3","3","6","1","1","1","4","7","3","7","1","7","5","7","5","4","9","6","7","5","4","6","6","5","7","2","6","6","5","7","5","5","6","2","2","3","2","7","1","1","3","6","6","4","5","3","6","6","5","7","6","8","5","7","1","5","5","4","4","6","5","4","3","3","6","4","4","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","2","","5","2","human phys","3","1","7","8","4","4","4","4","4","4","3","4","4","3","3","2","4","4","3","4","3","3","3","3","3","3","4","3","3","2","2","3","2","1","2","2","2","1","2","3","3","2","3","2","7","1","5","1","2","3","6","1","2","3","5","5","2","5","5","5","6","2","6","6","6","6","6","6","6","2","6","6","3","6","2","1","3","6","5","2","2","4","3","4","4","3","4","2","4","4","4","4","2","4","3","4","2","3","4","4","3","4","5","1","2","3","3","3","2","3","2","2","4","2","5","4","4","3","2","2","4","4","2","2","3","2","3","3","3","4","3","4","4","2","4","4","4","3","2","4","3","3","4","college student","3","3","5","2","1","one of the multiple choice questions that i answered ""neither agree or disagree""","","49516"
"2020-03-12 16:52:33","2020-03-12 17:15:25","0","63.155.79.231","100","1372","1","2020-03-12 17:15:26","R_sFmOdNCIZYAywZX","","","","","44.056304931640625","-122.9163970947265625","anonymous","EN","1,2","3","1.62","2.27","81.384","2","Get deans list at the end winter term","Stay organized","Save money and invest in stocks","Call my parents more","Stay happy ","","4","2","3","4","","4","4","5","4","4","4","4","6","4","4","4","4","6","5","4","4","4","5","4","4","4","4","4","4","2","4","4","4","9","3","4","2","2","4","2","4","4","4","4","4","4","4","4","4","4","4","4","6","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","9","1","4","2","1","4","2","4","4","4","4","4","4","4","5","5","4","4","4","8","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","2","4","2","1","4","3","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","7","2","4","3","2","4","2","4","4","4","4","4","4","5","4","4","4","5","5","9","4","4","5","4","4","4","4","4","4","4","4","5","4","4","4","10","1","1,2,3,5,14,16","1","","1,5","3","Journalism: Advertising","2","1","1","5","2","4","1","1","2","4","2","1","1","4","4","4","5","5","4","3","3","4","4","3","4","3","3","3","3","2","0","2","2","0","0","2","2","0","2","6","5","6","6","7","6","1","6","1","5","5","6","1","6","4","6","5","2","6","5","7","7","1","5","5","7","7","5","6","5","1","6","6","3","6","2","1","4","5","5","5","3","2","2","4","2","3","2","4","4","4","4","2","2","4","2","4","2","5","2","4","4","4","2","1","3","2","4","4","4","","3","4","2","1","5","","4","2","4","4","3","3","3","2","4","4","4","4","4","2","3","4","4","4","4","4","4","1","4","1","4","1","5","A gay college student","1","1","6","1","2","","","48869"
"2020-03-12 16:41:47","2020-03-12 17:19:13","0","207.98.72.251","100","2245","1","2020-03-12 17:19:13","R_1omS3cMu6MBUARw","","","","","44.06829833984375","-123.07630157470703125","anonymous","EN","1,2","11","0","0","63.151","0","Have a better relationship with food.","Get into a good medical school.","Become a doctor.","Be more confident ","Work out 3 times a week.","","7","3","2","1","3","7","7","4","7","7","7","5","7","4","7","7","3","11","7","7","6","7","7","1","1","7","7","7","3","7","7","7","7","4","3","7","4","1","6","1","5","1","7","7","7","7","7","7","7","7","7","7","11","7","7","7","1","7","5","5","7","7","7","7","7","7","5","7","4","1","7","4","1","1","4","1","1","5","7","7","7","7","7","7","7","7","7","9","7","7","1","1","7","4","1","7","7","7","7","7","7","5","7","3","1","4","4","2","1","1","6","7","3","7","7","7","5","5","7","7","5","7","6","3","7","6","7","7","6","2","7","7","7","4","3","5","3","5","5","2","3","2","2","7","1","1","7","7","5","5","6","2","5","5","7","3","3","8","7","7","3","3","7","3","7","5","7","7","7","3","5","4","2","7","5","15,16,17","2","","5","2","Human Physiology ","1","1","4","7","4","5","2","4","5","4","2","2","2","1","3","4","5","2","3","4","2","3","3","3","4","3","3","3","4","1","3","2","2","1","2","2","3","1","2","2","6","4","4","3","3","1","5","2","5","2","6","1","2","6","7","6","2","6","2","6","6","1","6","6","6","6","2","6","6","1","6","6","3","6","2","1","6","6","6","6","2","4","2","4","4","2","5","2","5","5","4","4","4","4","2","4","4","4","3","4","4","4","2","2","4","2","5","4","4","5","2","4","2","2","5","2","4","2","2","4","4","4","4","1","4","4","4","4","4","2","2","2","4","2","2","4","4","4","4","4","4","2","5","college student","1","4","6","6","1","I was not confused about what the question was asking, I just was not sure how to answer it. For example, Do you feel satisfied with your life?","","49045"
"2020-03-12 17:13:41","2020-03-12 18:13:38","0","128.223.222.144","100","3596","1","2020-03-12 18:13:39","R_2rSEXEjWMNK9VML","","","","","44.035797119140625","-123.0576019287109375","anonymous","EN","1,2","6","0","0","65.957","0","to be a good son to my parents and a good brother to my sister. ","to be health and be in my best physical shape. ","to be a good skateboarder. ","to have a relationship with the girl I like. ","to get into the journalism school. ","","7","5","2","5","1","3","7","3","7","6","7","4","6","5","5","4","3","9","5","6","5","7","7","3","7","6","6","5","4","7","7","2","5","7","1","4","4","2","4","2","1","7","7","5","5","6","4","6","5","6","6","4","8","6","7","2","5","5","6","3","6","5","6","4","4","4","3","4","6","1","6","4","2","6","2","1","7","7","7","6","6","7","7","7","3","7","4","5","7","7","2","5","6","7","1","7","6","2","5","6","7","6","7","6","1","7","3","1","5","3","1","1","3","6","3","2","4","6","5","4","6","6","7","3","3","4","2","3","7","3","4","5","5","6","5","6","6","5","8","3","7","3","1","7","3","1","7","7","6","3","5","4","5","5","3","6","6","10","6","7","3","5","6","3","4","3","5","4","4","3","5","6","5","10","3","17","1","","5","2","Pre-jounalism ","2","1","6","8","2","2","3","4","5","4","2","4","4","1","2","2","5","4","5","3","3","3","3","3","4","4","4","4","3","3","2","2","2","0","2","2","2","1","2","3","5","5","2","3","6","1","5","2","3","5","7","1","2","3","5","5","5","6","5","7","6","1","5","5","5","5","3","3","3","1","2","2","3","5","2","1","3","2","2","2","4","2","4","5","4","2","2","4","2","2","5","4","2","4","1","4","2","4","2","4","2","4","2","2","5","2","4","4","4","5","4","4","2","5","5","2","4","2","4","2","2","4","4","2","4","5","5","5","5","2","1","3","2","4","4","4","4","2","4","2","4","2","4","I am a skater","5","4","5","4","2","","no","49423"
"2020-03-12 17:54:45","2020-03-12 18:16:40","0","128.223.222.144","100","1315","1","2020-03-12 18:16:41","R_2TQMqOLyKsi9vfA","","","","","44.035797119140625","-123.0576019287109375","anonymous","EN","1,2","3","0","0","61.829","0","Graduate from college","Gain muscle mass","Get faster at economics","Become better at mixing music","","","7","4","1","7","4","1","8","4","6","5","7","7","7","7","7","7","6","11","4","7","1","4","7","4","3","7","7","7","7","7","7","4","7","3","1","8","3","2","1","4","1","1","4","7","7","7","7","6","4","5","4","7","8","7","7","5","7","7","6","4","4","5","7","4","7","4","4","6","5","2","7","2","1","5","2","5","4","5","7","7","5","5","5","5","3","7","4","7","7","4","5","5","6","4","3","6","4","4","7","4","5","4","7","7","2","4","5","2","3","2","4","3","5","5","5","5","5","3","5","5","3","3","9","5","5","4","5","4","5","6","3","4","4","5","6","4","6","5","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","1","","5","2","Economics","1","1","1","3","1","2","2","3","3","2","3","4","2","2","3","2","3","3","2","3","3","2","3","3","2","4","4","3","2","1","0","2","0","2","0","2","1","2","3","6","6","6","5","6","2","4","3","4","4","3","2","4","2","4","3","3","3","2","4","2","4","2","4","2","4","2","4","2","3","2","4","2","3","2","1","3","2","3","4","5","1","2","1","3","3","1","3","2","1","3","2","4","5","4","4","3","4","2","3","2","3","2","3","4","3","3","","2","2","2","3","2","3","2","5","1","3","1","3","2","3","2","4","5","5","5","5","5","5","5","5","5","4","2","2","2","4","5","5","5","5","5","5","I am a college student","6","5","7","7","2","","no","49065"
"2020-03-12 00:53:03","2020-03-12 19:08:06","0","128.223.222.6","100","65702","1","2020-03-12 19:08:07","R_uzfcCEq1cmO2Q3n","","","","","44.06829833984375","-123.07630157470703125","anonymous","EN","1,2","6","0","0","67.253","0","Work out 4-5 times a week (either leg, arm, or cardio workout) ","Practice mindfulness at least once a week","Achieve at least a 3.75 GPA all terms of sophomore year","Carry around reusable silverware ","Do something uncomfortable as often as possible ","","5","4","2","7","4","4","5","6","5","5","3","5","6","7","3","4","6","10","7","7","2","2","5","6","2","6","7","4","4","3","6","5","6","8","2","4","5","3","3","2","4","4","4","4","6","5","6","4","6","4","7","4","5","4","6","2","3","3","4","1","7","6","4","1","1","4","2","2","4","3","4","3","2","7","1","4","6","7","7","4","7","5","7","7","7","6","6","9","7","6","1","2","7","6","1","6","4","7","5","5","7","5","7","9","3","5","2","2","5","1","5","4","5","5","3","5","5","4","5","4","5","3","7","6","4","4","5","6","5","3","4","3","3","5","4","5","7","4","6","3","4","3","2","4","3","4","4","4","6","6","4","5","5","6","5","4","3","6","4","5","5","4","4","6","4","4","6","4","6","4","5","3","5","6","2","5,10,16","2","","2","2","Political Science and Psychology ","2","1","1","8","4","3","","2","4","5","2","4","4","2","5","4","1","5","3","4","2","2","3","2","3","3","3","4","3","3","2","2","3","0","1","1","2","1","1","5","4","3","6","3","7","1","6","1","4","6","7","1","1","6","6","5","5","3","7","5","6","6","5","4","7","6","4","3","6","6","4","6","4","5","7","6","4","3","5","3","3","4","2","4","3","4","3","4","2","4","4","3","4","5","3","4","3","3","3","2","3","3","2","5","5","2","3","4","2","2","1","3","4","2","4","3","2","3","3","3","5","2","3","4","5","3","","3","4","5","2","4","2","","3","5","2","1","2","3","5","","5","student ","1","1","6","7","2","","","46468"
"2020-03-12 19:58:50","2020-03-12 20:38:34","0","73.67.172.14","100","2384","1","2020-03-12 20:38:35","R_2z6AHTD3nVAQGCY","","","","","44.0644989013671875","-123.1461029052734375","anonymous","EN","1,2","10","0.483","77.709","92.475","11","Win regionals in rugby ","Win nationals in rugby ","To become a lawyer ","To get a history degree ","To not get corona ","","7","2","1","7","1","1","1","7","7","4","6","7","5","7","7","4","7","8","7","5","5","1","5","7","2","7","7","2","7","7","7","5","","6","4","4","3","1","7","1","1","1","7","7","5","6","7","7","6","7","4","5","6","7","5","7","2","6","7","7","6","7","2","6","7","7","4","5","6","3","7","4","3","7","3","1","1","5","7","7","7","4","4","6","7","7","7","9","6","7","5","7","7","7","5","7","7","5","7","7","7","4","5","8","1","7","4","1","7","","1","1","7","7","7","7","7","7","7","7","4","7","10","7","7","4","4","7","4","7","7","7","7","7","7","7","7","7","6","1","7","4","2","7","3","7","7","4","7","1","6","2","7","5","7","5","5","8","4","3","7","6","7","2","7","6","7","7","7","7","7","7","7","6","4","1,2,3,5,7,15,19,20","1","","5","2","History ","2","1","6","5","2","5","5","4","4","5","4","5","2","2","5","5","5","5","5","4","4","4","3","3","3","3","3","3","3","2","1","3","3","0","1","3","1","0","3","5","4","6","5","6","7","7","7","2","2","1","7","7","1","2","5","7","2","5","2","6","6","7","7","7","6","7","2","7","7","7","7","7","3","7","1","6","7","7","7","7","5","2","1","4","4","5","2","5","5","4","5","1","2","4","4","4","2","4","1","2","3","4","2","2","2","2","4","5","5","5","4","3","1","2","5","2","2","4","2","2","5","5","2","2","5","5","5","5","5","4","2","4","4","5","5","5","5","2","4","1","5","2","5","Christian Christopher ","5","5","4","5","2","","No","48972"
"2020-03-12 20:27:42","2020-03-12 21:21:48","0","73.25.249.90","100","3246","1","2020-03-12 21:21:49","R_2s4nygXP04A9iXc","","","","","44.0991058349609375","-123.1371002197265625","anonymous","EN","1,2","7","51.669","51.669","77.571","1","I would like to go on a 2 mile run every other day ","I would like to spend more time studying for tests","I want to go on a hike every weekend ","I would like to read more books for fun","I want to be able to save at least $100 a month ","","3","4","2","5","1","2","7","5","7","4","5","5","6","6","6","4","3","10","7","4","7","5","6","5","4","6","7","6","4","5","6","6","6","5","1","1","4","2","6","3","1","6","7","7","7","7","6","7","5","6","6","6","8","3","6","6","7","7","2","6","7","6","6","2","5","5","5","3","3","7","1","3","2","2","1","1","6","3","5","6","4","6","5","4","3","4","7","10","7","4","2","2","5","6","2","7","7","5","1","2","5","2","4","1","3","1","3","2","3","3","1","7","2","4","3","5","3","5","5","3","1","7","10","5","7","2","2","3","6","2","5","3","4","1","1","4","2","2","3","1","2","4","2","3","1","2","6","6","5","3","5","3","6","5","6","6","4","9","3","7","5","2","5","2","3","3","6","6","2","2","4","6","5","3","5","17","2","","5","2","Exploring","1","1","7","8","4","5","4","5","5","2","4","5","2","1","2","5","4","1","5","4","3","2","4","3","4","2","3","3","3","2","3","2","1","1","2","2","3","1","1","7","7","6","5","5","7","1","6","1","2","2","7","1","2","3","5","7","2","3","2","6","6","1","6","6","5","6","3","3","3","1","5","4","3","6","3","1","3","6","4","5","2","5","4","4","4","2","4","1","4","5","4","4","1","5","3","4","4","5","4","2","2","4","3","1","4","2","3","3","1","4","2","4","2","2","5","2","4","2","4","4","2","5","2","1","5","5","4","4","4","5","4","4","5","2","4","5","4","2","4","1","5","2","5","I am a good friend ","3","5","7","6","2","","I really like this study, it was very interesting to think about the goals that I set for myself like that. :)","48916"
"2020-03-12 21:44:50","2020-03-12 22:17:12","0","128.223.222.144","100","1941","1","2020-03-12 22:17:13","R_2w4dmrBiOeHQl86","","","","","44.035797119140625","-123.0576019287109375","anonymous","EN","1,2","10","0","0","89.699","0","Better GPA","Lose weight, like 15-20 pounds","Graduate college","Find my job that I feel good doing","Find my life partner","","7","4","2","6","3","4","6","6","6","3","5","5","6","5","6","4","6","8","6","6","3","7","6","4","6","6","4","6","3","3","6","4","5","7","1","8","2","2","6","2","2","7","6","6","2","3","2","5","5","6","5","4","8","6","6","3","4","6","4","4","6","6","6","5","2","6","3","4","6","5","6","4","2","7","1","8","8","7","7","3","7","7","7","7","7","5","7","9","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","3","1","7","4","1","7","1","8","8","5","7","6","5","7","7","4","7","7","5","7","6","7","7","7","7","7","5","7","7","7","7","4","6","5","5","2","1","4","4","","4","","4","1","4","4","5","4","4","4","4","4","4","4","6","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","6","8","17","1","","2,5,6","1","Sociology","1","1","6","7","3","4","4","4","3","3","3","4","3","3","3","4","4","4","3","3","3","3","3","3","2","3","3","3","3","1","2","2","2","2","2","2","2","1","2","4","4","5","4","3","2","2","5","2","5","5","5","3","4","5","5","3","4","5","5","5","4","3","5","5","5","5","5","3","5","1","5","5","3","5","5","3","5","5","5","4","3","4","4","4","3","5","2","3","3","4","4","4","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","4","4","3","3","3","4","4","3","4","4","4","3","3","2","4","3","5","I am a College student","5","4","5","6","1","","","49318"
"2020-03-12 22:16:47","2020-03-12 22:46:48","0","128.223.222.144","100","1801","1","2020-03-12 22:46:49","R_2qjD91EcWfUHQt0","","","","","44.035797119140625","-123.0576019287109375","anonymous","EN","1,2","5","0","0","110.584","0","Exercise once a day.","Get all A's and B's. ","Be a good friend and brother.","Save more money. ","Try new foods. ","","6","2","2","5","3","1","1","6","5","5","4","4","6","7","5","5","5","8","6","5","5","3","5","5","3","5","6","5","4","5","5","6","6","8","5","6","4","2","7","1","1","1","7","6","3","6","5","4","6","7","5","5","7","5","5","5","5","5","4","5","5","3","5","5","5","5","5","6","7","2","7","4","2","4","1","1","7","3","6","6","6","5","6","7","7","4","6","9","6","6","5","6","7","6","6","6","7","6","6","4","6","6","6","8","1","6","3","2","5","2","1","1","4","5","4","5","3","5","5","7","6","5","8","5","5","5","5","5","5","3","5","5","6","5","4","5","5","5","8","4","4","3","2","4","3","1","1","4","4","4","4","3","4","4","4","4","5","5","4","4","2","2","4","4","4","4","4","4","4","2","4","2","4","7","4","1,3,5,9,10,12,14,16,17,18,19","1","","5","2","Business","1","1","6","7","3","4","3","3","4","5","2","3","1","2","4","4","5","4","3","3","3","3","3","3","3","3","3","3","4","2","1","2","2","2","1","2","1","0","2","5","6","5","5","3","5","1","5","3","5","3","5","5","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","2","4","4","2","4","4","4","5","4","3","2","4","4","4","3","3","3","4","3","4","2","4","2","4","4","4","3","4","4","4","4","4","4","2","4","4","4","4","4","4","4","3","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","2","4","2","3","3","5","Academic ","6","3","7","3","2","","","49061"
"2020-03-13 11:47:48","2020-03-13 12:17:08","0","128.223.222.130","100","1759","1","2020-03-13 12:17:09","R_WjTRpjbsyfJNYDD","","","","","44.06829833984375","-123.07630157470703125","anonymous","EN","1,2","3","23.098","23.098","62.672","1","To end winter term with a GPA of 3.0 or better ","Go to the gym every day ","Save around $400 a month ","","","","7","2","1","6","2","1","6","6","6","6","6","6","6","6","6","3","6","10","7","6","4","1","7","4","5","6","6","6","6","6","6","6","6","10","4","4","4","2","4","3","1","7","6","6","6","6","4","6","5","6","2","5","11","6","7","1","3","6","6","4","6","7","6","5","4","7","6","6","9","3","3","4","2","6","1","2","3","6","7","3","6","1","6","5","5","4","5","11","7","7","4","5","7","5","2","5","6","5","5","3","7","6","6","7","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1,5,10,16,19","1","","5","2","Psychology","1","1","5","7","4","5","1","2","3","4","1","1","2","3","4","4","5","4","4","4","3","4","3","3","3","3","4","4","3","3","1","2","3","0","1","2","","0","3","6","7","7","5","6","6","6","5","4","6","1","6","6","5","4","6","5","4","6","2","7","4","5","7","7","3","7","2","7","6","6","7","6","3","7","4","7","6","7","5","5","5","2","1","2","2","4","2","2","4","2","5","3","2","4","1","4","3","5","2","4","4","4","1","1","1","1","4","4","4","4","2","4","2","2","5","2","4","4","3","2","4","4","4","2","4","4","4","4","4","4","4","3","2","1","3","4","4","1","5","2","4","1","5","Athlete","3","3","6","2","2","","no","48091"
"2020-03-13 14:38:48","2020-03-13 14:57:47","0","128.223.222.6","100","1138","1","2020-03-13 14:57:48","R_3fJdTpcR0p9xVuz","","","","","44.035797119140625","-123.0576019287109375","anonymous","EN","1,2","3","0","0","122.78","0","get the the gym 3-4 times a week","keep up on my to do list every day","eat more fruits","get more active","Start getting back into soccer","","5","2","3","4","4","5","5","4","3","4","4","5","2","2","4","3","7","4","3","5","4","5","5","3","3","3","3","4","4","4","3","3","3","4","3","6","3","2","5","2","7","6","6","6","6","6","4","6","6","4","4","4","9","6","3","3","5","6","5","5","6","6","6","4","5","6","6","6","5","2","5","3","3","5","3","6","6","6","5","5","5","6","5","5","6","5","5","8","5","6","5","5","6","5","5","5","5","5","5","5","5","5","6","8","6","6","3","3","5","2","6","5","4","4","5","6","5","5","6","6","4","5","8","5","6","5","6","5","6","5","6","6","5","6","5","5","5","6","8","2","6","3","3","6","3","6","6","5","6","5","6","6","5","5","6","6","5","8","5","6","5","6","5","6","6","5","6","6","6","5","5","5","5","4","3","1,9,10,15","1","","5","2","business","1","1","7","7","4","4","3","4","4","3","3","4","4","4","3","4","4","3","3","2","3","3","3","4","3","3","3","3","3","2","3","2","2","2","2","2","0","0","3","5","4","5","5","5","5","4","4","5","5","4","5","4","4","4","3","3","2","5","4","4","3","5","5","4","4","5","5","5","5","5","5","5","4","6","5","5","6","2","2","2","3","3","4","4","4","3","3","4","3","3","4","3","4","3","3","4","2","3","3","4","3","3","4","3","3","4","2","2","4","3","3","4","4","3","","3","4","5","3","4","4","4","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","athlete","3","3","3","5","1","","no","49519"
"2020-03-10 19:26:03","2020-03-13 17:15:01","0","128.223.222.130","100","251337","1","2020-03-13 17:15:02","R_3R8gpeiXxZtCclB","","","","","44.035797119140625","-123.0576019287109375","anonymous","EN","1,2","10","0","0","65.829","0","I want to take piano lessons and become good at it.","I want to do well in school as in get good grades and learn a lot.","I want to be a good and supportive family member.","I want to help make change in the world.","I want to be more of a generous person.","","4","3","2","5","3","1","5","7","6","5","5","4","6","6","5","6","3","10","3","4","1","2","5","6","1","5","2","5","4","5","4","5","2","3","1","5","4","2","4","2","3","8","5","5","4","5","4","5","5","6","6","7","8","5","5","5","5","5","4","5","4","5","6","5","5","5","5","4","8","1","8","5","2","4","3","2","7","2","7","7","6","5","7","7","4","3","4","10","4","5","2","4","7","5","2","6","6","4","2","7","7","5","5","10","1","7","4","2","3","3","8","8","4","7","6","5","4","5","6","6","4","4","7","5","4","6","5","7","4","4","6","5","5","4","5","5","5","3","4","3","8","5","2","3","3","1","8","3","5","7","5","4","6","7","5","4","6","9","5","6","4","5","5","5","3","7","6","4","4","5","6","5","5","9","2","17","2","","2,5","","Undecided","1","1","2","7","5","5","3","4","5","3","2","4","2","2","3","3","4","3","4","3","3","3","3","3","3","2","3","2","3","2","1","2","1","0","0","2","3","0","2","5","5","5","5","5","6","1","3","2","6","3","6","1","4","2","6","4","3","3","2","5","6","1","6","4","5","5","4","6","4","1","5","6","3","5","2","1","4","5","4","4","3","4","4","3","4","4","4","2","4","4","3","3","3","4","3","4","4","3","4","3","4","4","4","3","3","3","3","3","2","4","4","5","4","3","5","3","3","3","3","2","3","3","3","3","4","4","5","4","3","3","1","4","4","3","3","3","3","1","4","2","4","2","4","I can't decide.","3","3","6","5","1","I think a lot of the questions were sort of similar so it was kind of hard to differentiate between them","","49109"
